GPU	8	0.319820
GPU	8	0.311696
GPU	8	0.313606
GPU	8	0.311174
GPU	8	0.311705
GPU	8	0.302035
GPU	8	0.303202
GPU	8	0.308181
GPU	8	0.308065
GPU	8	0.309352
GPU	16	0.314659
GPU	16	0.320023
GPU	16	0.355893
GPU	16	0.324277
GPU	16	0.317329
GPU	16	0.304478
GPU	16	0.313883
GPU	16	0.312290
GPU	16	0.314524
GPU	16	0.312302
GPU	32	0.312323
GPU	32	0.306365
GPU	32	0.319774
GPU	32	0.312235
GPU	32	0.315284
GPU	32	0.320378
GPU	32	0.318498
GPU	32	0.315283
GPU	32	0.310039
GPU	32	0.308281
GPU	64	0.317808
GPU	64	0.318013
GPU	64	0.311779
GPU	64	0.307488
GPU	64	0.313415
GPU	64	0.309861
GPU	64	0.313391
GPU	64	0.313824
GPU	64	0.308094
GPU	64	0.311642
GPU	128	0.308120
GPU	128	0.314402
GPU	128	0.314215
GPU	128	0.305310
GPU	128	0.313300
GPU	128	0.311682
GPU	128	0.318002
GPU	128	0.308732
GPU	128	0.308224
GPU	128	0.307718
GPU	256	0.316667
GPU	256	0.329917
GPU	256	0.316176
GPU	256	0.325546
GPU	256	0.332167
GPU	256	0.318060
GPU	256	0.320870
GPU	256	0.319583
GPU	256	0.328579
GPU	256	0.328049
GPU	512	0.390873
GPU	512	0.400345
GPU	512	0.392228
GPU	512	0.393773
GPU	512	0.396659
GPU	512	0.392756
GPU	512	0.387979
GPU	512	0.397547
GPU	512	0.393747
GPU	512	0.391872
GPU	1024	0.977095
GPU	1024	0.981395
GPU	1024	0.976012
GPU	1024	0.975814
GPU	1024	0.977655
GPU	1024	0.977287
GPU	1024	0.976630
GPU	1024	0.976489
GPU	1024	0.974723
GPU	1024	0.979317
GPU	2048	5.534719
GPU	2048	5.536928
GPU	2048	5.537618
GPU	2048	5.534872
GPU	2048	5.543593
GPU	2048	5.535425
GPU	2048	5.543169
GPU	2048	5.543991
GPU	2048	5.541824
GPU	2048	5.544360
GPU	4096	41.879077
GPU	4096	41.872904
GPU	4096	41.875637
GPU	4096	41.882688
