8	0.000118
8	0.002039
8	0.000148
8	0.002058
8	0.000075
8	0.001039
8	0.001058
8	0.000129
8	0.002063
8	0.000179
16	0.002105
16	0.000160
16	0.000185
16	0.000142
16	0.000115
16	0.003035
16	0.000192
16	0.000118
16	0.000152
16	0.000129
32	0.000204
32	0.000332
32	0.003479
32	0.001017
32	0.000238
32	0.000240
32	0.000249
32	0.000230
32	0.000231
32	0.003421
64	0.002289
64	0.001055
64	0.001021
64	0.003037
64	0.000977
64	0.000969
64	0.001394
64	0.001015
64	0.003833
64	0.001014
128	0.007796
128	0.008212
128	0.008156
128	0.009002
128	0.008110
128	0.008013
128	0.010075
128	0.008009
128	0.008346
128	0.007578
256	0.067890
256	0.059051
256	0.064498
256	0.066424
256	0.050416
256	0.067317
256	0.050779
256	0.052822
256	0.069907
256	0.083447
512	0.731739
512	0.676594
512	0.678386
512	0.648093
512	0.749699
512	0.714516
512	0.737502
512	0.726903
512	0.659703
512	0.671278
1024	6.501946
1024	6.475509
1024	6.486527
1024	6.499766
1024	6.480125
1024	6.523560
1024	6.591664
1024	6.598080
1024	6.543736
1024	6.540019
2048	50.968254
2048	47.610356
2048	46.748602
2048	46.208307
2048	46.261595
2048	47.606984
2048	46.805464
2048	48.129514
2048	47.437178
2048	47.850758
4096	352.467381
4096	357.931086
4096	356.962350
4096	361.144646
